user_id,W2_Sun_ontopic,W2_Sun_revisit,W2_Sun_metacog,W2_Sun_orient,W2_Sun_prj,W2_Mon_ontopic,W2_Mon_revisit,W2_Mon_metacog,W2_Mon_orient,W2_Mon_prj,W2_Tue_ontopic,W2_Tue_revisit,W2_Tue_metacog,W2_Tue_orient,W2_Tue_prj,W2_Wed_ontopic,W2_Wed_revisit,W2_Wed_metacog,W2_Wed_orient,W2_Wed_prj,W2_Thu_ontopic,W2_Thu_revisit,W2_Thu_metacog,W2_Thu_orient,W2_Thu_prj,W2_Fri_ontopic,W2_Fri_revisit,W2_Fri_metacog,W2_Fri_orient,W2_Fri_prj,W2_Sat_ontopic,W2_Sat_revisit,W2_Sat_metacog,W2_Sat_orient,W2_Sat_prj,W3_Sun_ontopic,W3_Sun_revisit,W3_Sun_metacog,W3_Sun_orient,W3_Sun_prj,W3_Mon_ontopic,W3_Mon_revisit,W3_Mon_metacog,W3_Mon_orient,W3_Mon_prj,W3_Tue_ontopic,W3_Tue_revisit,W3_Tue_metacog,W3_Tue_orient,W3_Tue_prj,W3_Wed_ontopic,W3_Wed_revisit,W3_Wed_metacog,W3_Wed_orient,W3_Wed_prj,W3_Thu_ontopic,W3_Thu_revisit,W3_Thu_metacog,W3_Thu_orient,W3_Thu_prj,W3_Fri_ontopic,W3_Fri_revisit,W3_Fri_metacog,W3_Fri_orient,W3_Fri_prj,W3_Sat_ontopic,W3_Sat_revisit,W3_Sat_metacog,W3_Sat_orient,W3_Sat_prj,W4_Sun_ontopic,W4_Sun_revisit,W4_Sun_metacog,W4_Sun_orient,W4_Sun_prj,W4_Mon_ontopic,W4_Mon_revisit,W4_Mon_metacog,W4_Mon_orient,W4_Mon_prj,W4_Tue_ontopic,W4_Tue_revisit,W4_Tue_metacog,W4_Tue_orient,W4_Tue_prj,W4_Wed_ontopic,W4_Wed_revisit,W4_Wed_metacog,W4_Wed_orient,W4_Wed_prj,W4_Thu_ontopic,W4_Thu_revisit,W4_Thu_metacog,W4_Thu_orient,W4_Thu_prj,W4_Fri_ontopic,W4_Fri_revisit,W4_Fri_metacog,W4_Fri_orient,W4_Fri_prj,W4_Sat_ontopic,W4_Sat_revisit,W4_Sat_metacog,W4_Sat_orient,W4_Sat_prj,W5_Sun_ontopic,W5_Sun_revisit,W5_Sun_metacog,W5_Sun_orient,W5_Sun_prj,W5_Mon_ontopic,W5_Mon_revisit,W5_Mon_metacog,W5_Mon_orient,W5_Mon_prj,W5_Tue_ontopic,W5_Tue_revisit,W5_Tue_metacog,W5_Tue_orient,W5_Tue_prj,W5_Wed_ontopic,W5_Wed_revisit,W5_Wed_metacog,W5_Wed_orient,W5_Wed_prj,W5_Thu_ontopic,W5_Thu_revisit,W5_Thu_metacog,W5_Thu_orient,W5_Thu_prj,W5_Fri_ontopic,W5_Fri_revisit,W5_Fri_metacog,W5_Fri_orient,W5_Fri_prj,W5_Sat_ontopic,W5_Sat_revisit,W5_Sat_metacog,W5_Sat_orient,W5_Sat_prj,W7_Sun_ontopic,W7_Sun_revisit,W7_Sun_metacog,W7_Sun_orient,W7_Sun_prj,W7_Mon_ontopic,W7_Mon_revisit,W7_Mon_metacog,W7_Mon_orient,W7_Mon_prj,W7_Tue_ontopic,W7_Tue_revisit,W7_Tue_metacog,W7_Tue_orient,W7_Tue_prj,W7_Wed_ontopic,W7_Wed_revisit,W7_Wed_metacog,W7_Wed_orient,W7_Wed_prj,W7_Thu_ontopic,W7_Thu_revisit,W7_Thu_metacog,W7_Thu_orient,W7_Thu_prj,W7_Fri_ontopic,W7_Fri_revisit,W7_Fri_metacog,W7_Fri_orient,W7_Fri_prj,W7_Sat_ontopic,W7_Sat_revisit,W7_Sat_metacog,W7_Sat_orient,W7_Sat_prj,W8_Sun_ontopic,W8_Sun_revisit,W8_Sun_metacog,W8_Sun_orient,W8_Sun_prj,W8_Mon_ontopic,W8_Mon_revisit,W8_Mon_metacog,W8_Mon_orient,W8_Mon_prj,W8_Tue_ontopic,W8_Tue_revisit,W8_Tue_metacog,W8_Tue_orient,W8_Tue_prj,W8_Wed_ontopic,W8_Wed_revisit,W8_Wed_metacog,W8_Wed_orient,W8_Wed_prj,W8_Thu_ontopic,W8_Thu_revisit,W8_Thu_metacog,W8_Thu_orient,W8_Thu_prj,W8_Fri_ontopic,W8_Fri_revisit,W8_Fri_metacog,W8_Fri_orient,W8_Fri_prj,W8_Sat_ontopic,W8_Sat_revisit,W8_Sat_metacog,W8_Sat_orient,W8_Sat_prj,W9_Sun_ontopic,W9_Sun_revisit,W9_Sun_metacog,W9_Sun_orient,W9_Sun_prj,W9_Mon_ontopic,W9_Mon_revisit,W9_Mon_metacog,W9_Mon_orient,W9_Mon_prj,W9_Tue_ontopic,W9_Tue_revisit,W9_Tue_metacog,W9_Tue_orient,W9_Tue_prj,W9_Wed_ontopic,W9_Wed_revisit,W9_Wed_metacog,W9_Wed_orient,W9_Wed_prj,W9_Thu_ontopic,W9_Thu_revisit,W9_Thu_metacog,W9_Thu_orient,W9_Thu_prj,W9_Fri_ontopic,W9_Fri_revisit,W9_Fri_metacog,W9_Fri_orient,W9_Fri_prj,W9_Sat_ontopic,W9_Sat_revisit,W9_Sat_metacog,W9_Sat_orient,W9_Sat_prj,W10_Sun_ontopic,W10_Sun_revisit,W10_Sun_metacog,W10_Sun_orient,W10_Sun_prj,W10_Mon_ontopic,W10_Mon_revisit,W10_Mon_metacog,W10_Mon_orient,W10_Mon_prj,W10_Tue_ontopic,W10_Tue_revisit,W10_Tue_metacog,W10_Tue_orient,W10_Tue_prj,W10_Wed_ontopic,W10_Wed_revisit,W10_Wed_metacog,W10_Wed_orient,W10_Wed_prj,W10_Thu_ontopic,W10_Thu_revisit,W10_Thu_metacog,W10_Thu_orient,W10_Thu_prj,W10_Fri_ontopic,W10_Fri_revisit,W10_Fri_metacog,W10_Fri_orient,W10_Fri_prj,W10_Sat_ontopic,W10_Sat_revisit,W10_Sat_metacog,W10_Sat_orient,W10_Sat_prj,W11_Sun_ontopic,W11_Sun_revisit,W11_Sun_metacog,W11_Sun_orient,W11_Sun_prj,W11_Mon_ontopic,W11_Mon_revisit,W11_Mon_metacog,W11_Mon_orient,W11_Mon_prj,W11_Tue_ontopic,W11_Tue_revisit,W11_Tue_metacog,W11_Tue_orient,W11_Tue_prj,W11_Wed_ontopic,W11_Wed_revisit,W11_Wed_metacog,W11_Wed_orient,W11_Wed_prj,W11_Thu_ontopic,W11_Thu_revisit,W11_Thu_metacog,W11_Thu_orient,W11_Thu_prj,W11_Fri_ontopic,W11_Fri_revisit,W11_Fri_metacog,W11_Fri_orient,W11_Fri_prj,W11_Sat_ontopic,W11_Sat_revisit,W11_Sat_metacog,W11_Sat_orient,W11_Sat_prj,W12_Sun_ontopic,W12_Sun_revisit,W12_Sun_metacog,W12_Sun_orient,W12_Sun_prj,W12_Mon_ontopic,W12_Mon_revisit,W12_Mon_metacog,W12_Mon_orient,W12_Mon_prj,W12_Tue_ontopic,W12_Tue_revisit,W12_Tue_metacog,W12_Tue_orient,W12_Tue_prj,W12_Wed_ontopic,W12_Wed_revisit,W12_Wed_metacog,W12_Wed_orient,W12_Wed_prj,W12_Thu_ontopic,W12_Thu_revisit,W12_Thu_metacog,W12_Thu_orient,W12_Thu_prj,W12_Fri_ontopic,W12_Fri_revisit,W12_Fri_metacog,W12_Fri_orient,W12_Fri_prj,W12_Sat_ontopic,W12_Sat_revisit,W12_Sat_metacog,W12_Sat_orient,W12_Sat_prj
804,0,0,0,0,0,22,2,8,6,0,0,3,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,3,3,0,0,0,9,4,0,0,0,0,0,0,30,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,5,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,6,0,0,0,0,0,0,0,0,0,0,0,13,5,5,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,5,6,0,1,0,16,14,29,6,0,1,2,0,43,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,0,0,0,0,0,0,0,0,0,0,21,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,1,2,0,0,8,13,9,12,0,0,0,0,0,42,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,11,0,0,0,0,2,19,0,0,0,0,0,28,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,6,0,0,0,2,7,4,0,0,0,0,0,12,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,0,4,7,0,0,0,0,0,0,0,0,0,0,0,25,0,1,2,0,0,0,0,0,0,0,0,0,0,0
806,0,0,0,0,0,62,0,9,13,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,0,0,0,5,5,0,0,0,0,0,0,22,65,9,12,0,0,22,23,19,0,0,0,4,2,0,107,17,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,19,0,1,2,0,0,41,2,3,0,61,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,9,10,0,0,0,1,2,0,3,0,3,4,0,51,0,5,6,0,0,0,0,0,0,0,0,0,0,0,14,16,12,12,0,0,0,1,2,11,0,0,0,0,0,36,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,10,13,0,0,0,4,7,9,0,0,2,2,0,102,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,10,11,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,60,26,26,25,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,16,0,6,7,0,0,0,0,0,0,0,0,0,0,0,17,16,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,12,19,9,0,0,0,0,0,0,0,0,0,0,41,9,26,28,9,0,0,4,6,0,0,0,0,0,0,32,0,1,2,0,0,0,6,5,4,0,0,0,0,0
807,66,0,7,8,0,15,0,2,2,0,75,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,8,8,0,0,0,0,0,0,0,0,0,0,0,75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26,0,3,2,0,3,0,13,16,0,55,0,3,3,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,71,0,3,3,0,0,0,5,2,0,0,0,0,0,0,61,0,1,2,0,0,0,0,0,0,0,0,0,0,0,23,0,2,1,0,0,0,0,0,0,0,0,8,8,15,35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,13,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,1,0,0,0,0,0,0,33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,4,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,59,0,1,1,0,0,0,0,0,0,8,0,3,1,0,0,0,0,0,0,0,0,8,11,23,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,0,0,0,0,0
808,27,0,9,5,0,3,0,36,26,0,1,3,3,5,0,0,0,0,0,0,6,0,5,6,0,15,0,6,4,0,24,0,11,5,0,0,0,0,0,0,0,0,10,10,0,0,57,21,24,0,0,4,5,5,0,0,0,0,0,0,16,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,0,0,37,12,10,0,0,12,6,7,0,0,0,0,0,0,109,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,57,27,0,0,39,12,8,0,0,28,6,5,0,0,0,0,0,0,142,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,21,0,25,23,15,0,0,0,0,0,0,0,0,0,0,0,61,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,46,5,43,33,29,0,0,0,7,7,0,0,0,0,0,0,44,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,12,0,0,3,0,0,0,0,0,0,0,0,50,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,48,57,14,22,100,23,24,1,0,0,0,0,0,64,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,15,9,9,61,24,28,0,0,21,2,4,0,43,5,22,26,14,0,0,3,6,0,0,15,0,0,0,0,31,10,16,0,0,0,6,11,12,0,4,1,2,0,0,0,37,50,23,0,0,1,2,1,40,1,4,6,0,0,5,13,13,18
810,0,0,0,0,0,23,4,19,18,0,0,2,13,3,0,0,0,0,0,0,228,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,14,8,0,0,56,22,14,0,0,0,0,0,0,73,0,4,4,0,0,0,15,6,0,2,0,38,43,0,0,0,0,0,0,4,108,18,9,0,0,0,0,0,0,0,0,4,1,0,58,1,6,5,0,0,119,7,5,0,0,0,0,0,0,7,149,15,7,0,26,22,17,8,0,0,0,0,0,0,0,119,3,6,0,68,0,8,3,0,0,0,0,0,0,0,0,0,0,0,74,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,2,3,0,780,0,5,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,9,2,0,243,7,4,0,33,0,15,15,10,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,21,0,5,2,1,0,0,0,0,0,0,0,0,0,0,36,109,18,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,3,0,0,0,3,2,11,0,0,0,0,0,41,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,4,0,0,0,0,0,44,0,4,1,0,0,0,2,3,0,0,0,0,0,0
811,0,0,0,0,0,0,0,0,0,0,0,3,12,5,0,72,13,14,14,0,474,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,4,0,0,97,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,2,0,51,25,16,14,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,6,0,0,10,0,1,0,0,2,0,1,0,78,22,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,15,0,0,0,0,14,2,4,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,2,0,35,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,0,7,7,7,0,0,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,6,0,0,0,0,0,0,0,30,4,5,1,0,0,0,0,0,34,116,3,3,0,0,233,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,2,0,0,20,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,609,16,17,5,57,23,8,15,6,0,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,20,0,23,6,0,0,4,12,11,0,0,0,4,8,0,0,0,0,0,0,116,0,5,1,0,0,0,0,0,0,0,0,0,0,0,25,0,3,1,0,0,10,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,3,0,0,5,6,2,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,7,4,0,0,7,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,2,0,0,0,0,0,0,0,0,3,2,8,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,22,0,7,7,0,0,0,0,0,0,0,0,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,16,0,4,3,0,27,4,4,2,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
814,0,0,0,0,0,22,0,27,22,0,0,0,3,5,0,1,0,10,12,0,54,0,1,1,0,0,0,0,0,0,29,0,8,5,0,52,0,9,8,0,7,0,14,9,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,7,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,89,5,8,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,93,0,3,4,0,0,0,0,0,0,0,0,0,0,0,37,0,5,6,0,0,0,0,0,3,0,0,7,8,12,0,0,0,0,0,63,0,2,2,0,0,0,0,0,0,6,0,2,3,0,5,0,4,2,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,37,0,2,2,0,28,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,60,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,3,8,4,0,0,0,0,0,0,0,12,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,29,0,1,2,0,0,0,0,0,0,12,0,8,8,7,5,0,6,5,0,0,0,0,0,0,0,0,0,0,0,35,0,1,2,0,0,0,0,0,0,0,0,0,0,0
816,59,0,9,7,0,7,1,22,17,0,0,0,5,2,0,62,0,3,2,0,26,0,2,2,0,69,0,5,3,0,0,0,0,0,0,0,0,9,9,0,35,10,14,14,0,0,3,1,1,0,0,0,0,0,0,123,11,17,13,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,22,6,21,18,0,0,0,0,0,0,0,0,0,0,0,22,0,2,3,0,97,0,16,17,0,0,0,0,0,0,0,0,0,0,0,32,148,16,15,0,0,12,4,8,0,0,0,0,0,0,104,0,5,6,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,12,1,6,13,5,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,73,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,11,10,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,74,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,38,5,7,0,0,0,0,0,0,0,0,0,0,0,33,0,8,8,0,46,0,2,3,0,0,0,0,0,0,0,0,0,0,0,25,0,21,12,1,0,67,5,3,0,0,0,0,0,0,29,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,0,0,0,0,0,0,0,0,0,22,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,7,5,0,0,0,0,0,0,0,0,0,0,0,36,0,1,2,0,0,0,0,0,0,0,0,2,1,2
818,30,0,5,8,0,41,0,7,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,6,7,0,0,0,0,0,0,33,0,5,5,0,50,0,1,1,0,19,0,1,2,0,11,0,0,0,0,6,0,7,7,0,0,0,27,29,0,0,0,0,0,0,121,0,5,8,0,0,0,0,0,0,0,0,0,0,0,7,0,54,47,0,2,0,4,5,0,0,0,9,10,0,115,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,2,0,0,0,6,8,0,0,0,7,8,9,0,0,5,3,0,161,0,3,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,0,0,2,3,2,0,0,0,0,0,92,0,3,5,0,14,0,0,0,0,23,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,32,0,0,0,0,0,221,0,2,3,0,0,0,2,4,0,0,0,0,0,0,13,0,3,5,0,108,0,14,12,1,0,0,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,0,5,0,3,5,0,0,0,3,5,1,121,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,4,1,2,0,10,8,13,0,0,6,6,7,0,0,0,0,0,77,0,6,4,0,0,0,0,0,0,0,0,7,4,8
820,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,53,11,9,0,0,6,8,7,0,53,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,6,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,20,22,20,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,11,0,2,1,0,0,0,0,0,0,32,9,10,10,33,0,3,2,2,0,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,16,9,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,34,0,2,1,1,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,6,8,3,46,20,5,3,0,0,0,0,0,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,11,16,2,1,0,22,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,22,0,0,0,0,0,33,0,9,3,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0
821,31,0,6,2,0,3,0,4,3,0,0,0,7,29,0,0,0,0,0,0,250,0,1,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,142,0,4,3,0,0,1,7,9,0,0,0,1,2,0,143,57,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,2,0,0,0,5,5,0,316,0,4,3,0,29,0,1,2,0,0,0,0,0,0,0,0,3,8,0,0,0,6,3,0,92,0,5,4,0,0,0,77,7,0,0,0,0,0,0,45,0,1,2,0,274,0,1,2,0,0,0,0,0,0,0,0,0,0,0,12,0,2,4,0,0,1,8,4,13,0,0,5,7,9,51,0,1,2,0,161,0,2,3,0,0,0,0,0,0,0,0,0,0,0,25,0,7,7,0,0,0,1,7,6,0,0,0,0,0,41,0,1,2,0,60,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,120,2,4,2,5,212,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,2,0,3,0,5,2,0,0,0,37,17,4,0,0,0,0,0,47,0,1,3,0,10,0,2,2,0,0,0,0,0,0,20,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,325,0,9,2,0,0,0,0,0,0,0,0,2,3,2
822,0,0,0,0,0,7,0,40,26,0,0,0,0,0,0,19,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,8,7,0,0,0,29,24,0,0,53,7,6,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,12,0,9,4,0,42,37,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,20,59,19,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,33,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,15,25,28,23,0,0,0,0,0,0,52,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,16,58,21,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,17
823,0,0,0,0,0,42,0,1,1,0,51,7,11,5,0,0,0,7,7,0,0,0,11,13,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,23,0,1,1,0,0,5,1,1,0,0,0,8,9,0,64,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,1,0,0,5,0,0,0,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,196,20,22,0,0,5,1,1,0,0,1,6,4,0,0,0,3,2,0,55,0,2,2,0,0,0,0,0,0,0,0,0,0,0,17,0,1,1,0,0,17,3,2,0,1,0,10,7,11,0,0,6,5,7,46,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,10,12,7,37,0,21,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,21,31,32,23,0,0,0,0,0,0,0,0,0,0,38,0,2,2,0,0,0,0,0,0,0,0,0,0,0,49,0,39,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,4,3,0,3,11,1,6,0,0,10,19,17,0,0,0,14,18,2,0,0,7,10,4,36,0,2,1,0,0,0,0,0,0,6,0,2,1,0,0,0,25,19,14,2,7,9,11,0,0,0,20,31,1,0,0,0,0,0,0,0,2,4,5,0,0,10,15,21
